[STAR]
cpr6dgp.dat               N000.00.00.000 W000.00.00.000 N000.00.00.000 W000.00.00.000
                          N043.25.21.902 W106.02.21.533 N043.25.53.043 W106.03.33.379 RVM
                          N043.25.53.043 W106.03.33.379 N043.26.22.633 W106.04.46.458 RVM
                          N043.26.22.633 W106.04.46.458 N043.26.50.649 W106.06.00.707 RVM
                          N043.26.50.649 W106.06.00.707 N043.27.17.064 W106.07.16.061 RVM
                          N043.27.17.064 W106.07.16.061 N043.27.41.856 W106.08.32.456 RVM
                          N043.27.41.856 W106.08.32.456 N043.28.05.004 W106.09.49.826 RVM
                          N043.28.05.004 W106.09.49.826 N043.28.26.488 W106.11.08.103 RVM
                          N043.28.26.488 W106.11.08.103 N043.28.46.289 W106.12.27.220 RVM
                          N043.28.46.289 W106.12.27.220 N043.29.04.389 W106.13.47.108 RVM
                          N043.29.04.389 W106.13.47.108 N043.29.20.773 W106.15.07.698 RVM
                          N043.29.20.773 W106.15.07.698 N043.29.35.427 W106.16.28.920 RVM
                          N043.29.35.427 W106.16.28.920 N043.29.48.338 W106.17.50.703 RVM
                          N043.29.48.338 W106.17.50.703 N043.29.59.495 W106.19.12.976 RVM
                          N043.29.59.495 W106.19.12.976 N043.30.08.887 W106.20.35.667 RVM
                          N043.30.08.887 W106.20.35.667 N043.30.16.507 W106.21.58.705 RVM
                          N043.30.16.507 W106.21.58.705 N043.30.22.349 W106.23.22.018 RVM
                          N043.30.22.349 W106.23.22.018 N043.30.26.406 W106.24.45.532 RVM
                          N043.30.26.406 W106.24.45.532 N043.30.28.676 W106.26.09.174 RVM
                          N043.30.28.676 W106.26.09.174 N043.30.29.157 W106.27.32.873 RVM
                          N043.30.29.157 W106.27.32.873 N043.30.27.847 W106.28.56.555 RVM
                          N043.30.27.847 W106.28.56.555 N043.30.24.749 W106.30.20.148 RVM
                          N043.30.24.749 W106.30.20.148 N043.30.19.865 W106.31.43.577 RVM
                          N043.30.19.865 W106.31.43.577 N043.30.13.200 W106.33.06.772 RVM
                          N043.30.13.200 W106.33.06.772 N043.30.04.758 W106.34.29.658 RVM
                          N043.30.04.758 W106.34.29.658 N043.29.54.547 W106.35.52.165 RVM
                          N043.29.54.547 W106.35.52.165 N043.29.42.577 W106.37.14.220 RVM
                          N043.29.42.577 W106.37.14.220 N043.29.28.858 W106.38.35.752 RVM
                          N043.29.28.858 W106.38.35.752 N043.29.13.401 W106.39.56.690 RVM
                          N043.29.13.401 W106.39.56.690 N043.28.56.220 W106.41.16.963 RVM
                          N043.28.56.220 W106.41.16.963 N043.28.37.331 W106.42.36.503 RVM
                          N043.28.37.331 W106.42.36.503 N043.28.16.748 W106.43.55.239 RVM
                          N043.28.16.748 W106.43.55.239 N043.27.54.492 W106.45.13.105 RVM
                          N043.27.54.492 W106.45.13.105 N043.27.30.579 W106.46.30.031 RVM
                          N043.27.30.579 W106.46.30.031 N043.27.05.033 W106.47.45.953 RVM
                          N043.27.05.033 W106.47.45.953 N043.26.37.874 W106.49.00.803 RVM
                          N043.26.37.874 W106.49.00.803 N043.26.09.126 W106.50.14.518 RVM
                          N043.26.09.126 W106.50.14.518 N043.25.38.814 W106.51.27.034 RVM
                          N043.25.38.814 W106.51.27.034 N043.25.06.965 W106.52.38.288 RVM
                          N043.25.06.965 W106.52.38.288 N043.24.33.607 W106.53.48.220 RVM
                          N043.24.33.607 W106.53.48.220 N043.23.58.767 W106.54.56.769 RVM
                          N043.23.58.767 W106.54.56.769 N043.23.22.476 W106.56.03.876 RVM
                          N043.23.22.476 W106.56.03.876 N043.22.44.766 W106.57.09.484 RVM
                          N043.22.44.766 W106.57.09.484 N043.22.05.670 W106.58.13.538 RVM
                          N043.22.05.670 W106.58.13.538 N043.21.25.220 W106.59.15.981 RVM
                          N043.21.25.220 W106.59.15.981 N043.20.43.453 W107.00.16.762 RVM
                          N043.20.43.453 W107.00.16.762 N043.20.00.404 W107.01.15.829 RVM
                          N043.20.00.404 W107.01.15.829 N043.19.16.111 W107.02.13.131 RVM
                          N043.19.16.111 W107.02.13.131 N043.18.30.611 W107.03.08.621 RVM
                          N043.18.30.611 W107.03.08.621 N043.17.43.944 W107.04.02.250 RVM
                          N043.17.43.944 W107.04.02.250 N043.16.56.151 W107.04.53.976 RVM
                          N043.16.56.151 W107.04.53.976 N043.16.07.271 W107.05.43.753 RVM
                          N043.16.07.271 W107.05.43.753 N043.15.17.349 W107.06.31.541 RVM
                          N043.15.17.349 W107.06.31.541 N043.14.26.425 W107.07.17.300 RVM
                          N043.14.26.425 W107.07.17.300 N043.13.34.545 W107.08.00.991 RVM
                          N043.13.34.545 W107.08.00.991 N043.12.41.753 W107.08.42.579 RVM
                          N043.12.41.753 W107.08.42.579 N043.11.48.094 W107.09.22.030 RVM
                          N043.11.48.094 W107.09.22.030 N043.10.53.614 W107.09.59.311 RVM
                          N043.10.53.614 W107.09.59.311 N043.09.58.360 W107.10.34.391 RVM
                          N043.09.58.360 W107.10.34.391 N043.09.02.380 W107.11.07.243 RVM
                          N043.09.02.380 W107.11.07.243 N043.08.05.721 W107.11.37.840 RVM
                          N043.08.05.721 W107.11.37.840 N043.07.08.432 W107.12.06.157 RVM
                          N043.07.08.432 W107.12.06.157 N043.06.10.561 W107.12.32.173 RVM
                          N043.06.10.561 W107.12.32.173 N043.05.12.159 W107.12.55.866 RVM
                          N043.05.12.159 W107.12.55.866 N043.04.13.275 W107.13.17.218 RVM
                          N043.04.13.275 W107.13.17.218 N043.03.13.959 W107.13.36.214 RVM
                          N043.03.13.959 W107.13.36.214 N043.02.14.262 W107.13.52.837 RVM
                          N043.02.14.262 W107.13.52.837 N043.01.14.234 W107.14.07.078 RVM
                          N043.01.14.234 W107.14.07.078 N043.00.13.928 W107.14.18.924 RVM
                          N043.00.13.928 W107.14.18.924 N042.59.13.394 W107.14.28.369 RVM
                          N042.59.13.394 W107.14.28.369 N042.58.12.683 W107.14.35.405 RVM
                          N042.58.12.683 W107.14.35.405 N042.57.11.847 W107.14.40.030 RVM
                          N042.57.11.847 W107.14.40.030 N042.56.10.939 W107.14.42.241 RVM
                          N042.56.10.939 W107.14.42.241 N042.55.10.008 W107.14.42.037 RVM
                          N042.55.10.008 W107.14.42.037 N042.54.09.108 W107.14.39.423 RVM
                          N042.54.09.108 W107.14.39.423 N042.53.08.289 W107.14.34.400 RVM
                          N042.53.08.289 W107.14.34.400 N042.52.07.603 W107.14.26.977 RVM
                          N042.52.07.603 W107.14.26.977 N042.51.07.101 W107.14.17.160 RVM
                          N042.51.07.101 W107.14.17.160 N042.50.06.835 W107.14.04.961 RVM
                          N042.50.06.835 W107.14.04.961 N042.49.06.854 W107.13.50.391 RVM
                          N042.49.06.854 W107.13.50.391 N042.48.07.211 W107.13.33.465 RVM
                          N042.48.07.211 W107.13.33.465 N042.47.07.954 W107.13.14.198 RVM
                          N042.47.07.954 W107.13.14.198 N042.46.09.135 W107.12.52.610 RVM
                          N042.46.09.135 W107.12.52.610 N042.45.10.801 W107.12.28.719 RVM
                          N042.45.10.801 W107.12.28.719 N042.44.13.003 W107.12.02.548 RVM
                          N042.44.13.003 W107.12.02.548 N042.43.15.789 W107.11.34.120 RVM
                          N042.43.15.789 W107.11.34.120 N042.42.19.206 W107.11.03.462 RVM
                          N042.42.19.206 W107.11.03.462 N042.41.23.303 W107.10.30.600 RVM
                          N042.41.23.303 W107.10.30.600 N042.40.28.126 W107.09.55.563 RVM
                          N042.40.28.126 W107.09.55.563 N042.39.33.721 W107.09.18.383 RVM
                          N042.39.33.721 W107.09.18.383 N042.38.40.134 W107.08.39.092 RVM
                          N042.38.40.134 W107.08.39.092 N042.37.47.409 W107.07.57.724 RVM
                          N042.37.47.409 W107.07.57.724 N042.36.55.591 W107.07.14.316 RVM
                          N042.36.55.591 W107.07.14.316 N042.36.04.723 W107.06.28.905 RVM
                          N042.36.04.723 W107.06.28.905 N042.35.14.848 W107.05.41.530 RVM
                          N042.35.14.848 W107.05.41.530 N042.34.26.006 W107.04.52.233 RVM
                          N042.34.26.006 W107.04.52.233 N042.33.38.238 W107.04.01.055 RVM
                          N042.33.38.238 W107.04.01.055 N042.32.51.585 W107.03.08.040 RVM
                          N042.32.51.585 W107.03.08.040 N042.32.06.085 W107.02.13.233 RVM
                          N042.32.06.085 W107.02.13.233 N042.31.21.777 W107.01.16.682 RVM
                          N042.31.21.777 W107.01.16.682 N042.30.38.695 W107.00.18.434 RVM
                          N042.30.38.695 W107.00.18.434 N042.29.56.878 W106.59.18.538 RVM
                          N042.29.56.878 W106.59.18.538 N042.29.16.358 W106.58.17.045 RVM
                          N042.29.16.358 W106.58.17.045 N042.28.37.171 W106.57.14.007 RVM
                          N042.28.37.171 W106.57.14.007 N042.27.59.347 W106.56.09.477 RVM
                          N042.27.59.347 W106.56.09.477 N042.27.22.920 W106.55.03.509 RVM
                          N042.27.22.920 W106.55.03.509 N042.26.47.918 W106.53.56.159 RVM
                          N042.26.47.918 W106.53.56.159 N042.26.14.371 W106.52.47.482 RVM
                          N042.26.14.371 W106.52.47.482 N042.25.42.307 W106.51.37.536 RVM
                          N042.25.42.307 W106.51.37.536 N042.25.11.752 W106.50.26.381 RVM
                          N042.25.11.752 W106.50.26.381 N042.24.42.731 W106.49.14.074 RVM
                          N042.24.42.731 W106.49.14.074 N042.24.15.268 W106.48.00.676 RVM
                          N042.24.15.268 W106.48.00.676 N042.23.49.386 W106.46.46.248 RVM
                          N042.23.49.386 W106.46.46.248 N042.23.25.107 W106.45.30.852 RVM
                          N042.23.25.107 W106.45.30.852 N042.23.02.451 W106.44.14.550 RVM
                          N042.23.02.451 W106.44.14.550 N042.22.41.435 W106.42.57.406 RVM
                          N042.22.41.435 W106.42.57.406 N042.22.22.078 W106.41.39.484 RVM
                          N042.22.22.078 W106.41.39.484 N042.22.04.395 W106.40.20.848 RVM
                          N042.22.04.395 W106.40.20.848 N042.21.48.401 W106.39.01.562 RVM
                          N042.21.48.401 W106.39.01.562 N042.21.34.110 W106.37.41.693 RVM
                          N042.21.34.110 W106.37.41.693 N042.21.21.532 W106.36.21.306 RVM
                          N042.21.21.532 W106.36.21.306 N042.21.10.679 W106.35.00.468 RVM
                          N042.21.10.679 W106.35.00.468 N042.21.01.559 W106.33.39.245 RVM
                          N042.21.01.559 W106.33.39.245 N042.20.54.179 W106.32.17.705 RVM
                          N042.20.54.179 W106.32.17.705 N042.20.48.547 W106.30.55.914 RVM
                          N042.20.48.547 W106.30.55.914 N042.20.44.666 W106.29.33.940 RVM
                          N042.20.44.666 W106.29.33.940 N042.20.42.540 W106.28.11.850 RVM
                          N042.20.42.540 W106.28.11.850 N042.20.42.170 W106.26.49.712 RVM
                          N042.20.42.170 W106.26.49.712 N042.20.43.557 W106.25.27.594 RVM
                          N042.20.43.557 W106.25.27.594 N042.20.46.700 W106.24.05.563 RVM
                          N042.20.46.700 W106.24.05.563 N042.20.51.595 W106.22.43.686 RVM
                          N042.20.51.595 W106.22.43.686 N042.20.58.240 W106.21.22.032 RVM
                          N042.20.58.240 W106.21.22.032 N042.21.06.628 W106.20.00.667 RVM
                          N042.21.06.628 W106.20.00.667 N042.21.16.753 W106.18.39.659 RVM
                          N042.21.16.753 W106.18.39.659 N042.21.28.605 W106.17.19.075 RVM
                          N042.21.28.605 W106.17.19.075 N042.21.42.177 W106.15.58.979 RVM
                          N042.21.42.177 W106.15.58.979 N042.21.57.456 W106.14.39.440 RVM
                          N042.21.57.456 W106.14.39.440 N042.22.14.429 W106.13.20.523 RVM
                          N042.22.14.429 W106.13.20.523 N042.22.33.083 W106.12.02.292 RVM
                          N042.22.33.083 W106.12.02.292 N042.22.53.403 W106.10.44.812 RVM
                          N042.22.53.403 W106.10.44.812 N042.23.15.371 W106.09.28.149 RVM
                          N042.23.15.371 W106.09.28.149 N042.23.38.970 W106.08.12.364 RVM
                          N042.23.38.970 W106.08.12.364 N042.24.04.179 W106.06.57.521 RVM
                          N042.24.04.179 W106.06.57.521 N042.24.30.979 W106.05.43.682 RVM
                          N043.19.45.077 W106.37.22.643 N043.19.28.426 W106.38.30.373 RVM
                          N043.19.28.426 W106.38.30.373 N043.19.10.069 W106.39.37.265 RVM
                          N043.19.10.069 W106.39.37.265 N043.18.50.028 W106.40.43.238 RVM
                          N043.18.50.028 W106.40.43.238 N043.18.28.328 W106.41.48.213 RVM
                          N043.18.28.328 W106.41.48.213 N043.18.04.993 W106.42.52.111 RVM
                          N043.18.04.993 W106.42.52.111 N043.17.40.054 W106.43.54.855 RVM
                          N043.17.40.054 W106.43.54.855 N043.17.13.539 W106.44.56.369 RVM
                          N043.17.13.539 W106.44.56.369 N043.16.45.482 W106.45.56.580 RVM
                          N043.16.45.482 W106.45.56.580 N043.16.15.916 W106.46.55.414 RVM
                          N043.16.15.916 W106.46.55.414 N043.15.44.876 W106.47.52.802 RVM
                          N043.15.44.876 W106.47.52.802 N043.15.12.401 W106.48.48.675 RVM
                          N043.15.12.401 W106.48.48.675 N043.14.38.530 W106.49.42.965 RVM
                          N043.14.38.530 W106.49.42.965 N043.14.03.303 W106.50.35.608 RVM
                          N043.14.03.303 W106.50.35.608 N043.13.26.763 W106.51.26.542 RVM
                          N043.13.26.763 W106.51.26.542 N043.12.48.954 W106.52.15.704 RVM
                          N043.12.48.954 W106.52.15.704 N043.12.09.922 W106.53.03.038 RVM
                          N043.12.09.922 W106.53.03.038 N043.11.29.714 W106.53.48.487 RVM
                          N043.11.29.714 W106.53.48.487 N043.10.48.378 W106.54.31.997 RVM
                          N043.10.48.378 W106.54.31.997 N043.10.05.964 W106.55.13.516 RVM
                          N043.10.05.964 W106.55.13.516 N043.09.22.524 W106.55.52.997 RVM
                          N043.09.22.524 W106.55.52.997 N043.08.38.109 W106.56.30.392 RVM
                          N043.08.38.109 W106.56.30.392 N043.07.52.773 W106.57.05.659 RVM
                          N043.07.52.773 W106.57.05.659 N043.07.06.570 W106.57.38.755 RVM
                          N043.07.06.570 W106.57.38.755 N043.06.19.556 W106.58.09.643 RVM
                          N043.06.19.556 W106.58.09.643 N043.05.31.788 W106.58.38.287 RVM
                          N043.05.31.788 W106.58.38.287 N043.04.43.322 W106.59.04.653 RVM
                          N043.04.43.322 W106.59.04.653 N043.03.54.216 W106.59.28.713 RVM
                          N043.03.54.216 W106.59.28.713 N043.03.04.530 W106.59.50.438 RVM
                          N043.03.04.530 W106.59.50.438 N043.02.14.324 W107.00.09.805 RVM
                          N043.02.14.324 W107.00.09.805 N043.01.23.656 W107.00.26.791 RVM
                          N043.01.23.656 W107.00.26.791 N043.00.32.588 W107.00.41.378 RVM
                          N043.00.32.588 W107.00.41.378 N042.59.41.181 W107.00.53.550 RVM
