[STAR]
cpr6dgp.dat               N000.00.00.000 W000.00.00.000 N000.00.00.000 W000.00.00.000
                          N042.54.19.324 W106.39.31.920 N042.54.17.924 W106.39.33.186 RVM
                          N042.54.17.924 W106.39.33.186 N042.54.16.986 W106.39.35.085 RVM
                          N042.54.16.986 W106.39.35.085 N042.54.16.654 W106.39.37.327 RVM
                          N042.54.16.654 W106.39.37.327 N042.54.16.978 W106.39.39.571 RVM
                          N042.54.16.978 W106.39.39.571 N042.54.17.909 W106.39.41.476 RVM
                          N042.54.17.909 W106.39.41.476 N042.54.19.305 W106.39.42.751 RVM
                          N042.54.19.305 W106.39.42.751 N042.54.20.953 W106.39.43.203 RVM
                          N042.54.20.953 W106.39.43.203 N042.54.22.603 W106.39.42.762 RVM
                          N042.54.22.603 W106.39.42.762 N042.54.24.003 W106.39.41.496 RVM
                          N042.54.24.003 W106.39.41.496 N042.54.24.941 W106.39.39.598 RVM
                          N042.54.24.941 W106.39.39.598 N042.54.25.273 W106.39.37.356 RVM
                          N042.54.25.273 W106.39.37.356 N042.54.24.949 W106.39.35.111 RVM
                          N042.54.24.949 W106.39.35.111 N042.54.24.018 W106.39.33.206 RVM
                          N042.54.24.018 W106.39.33.206 N042.54.22.622 W106.39.31.931 RVM
                          N042.54.22.622 W106.39.31.931 N042.54.20.974 W106.39.31.479 RVM
                          N042.54.17.876 W106.39.35.355 N042.54.16.554 W106.39.38.038 RVM
                          N042.54.19.200 W106.39.31.775 N042.54.17.876 W106.39.35.355 RVM
                          N042.54.18.863 W106.39.36.254 N042.54.17.209 W106.39.40.281 RVM
                          N042.54.20.848 W106.39.31.332 N042.54.18.863 W106.39.36.254 RVM
                          N042.54.19.850 W106.39.36.705 N042.54.17.865 W106.39.41.627 RVM
                          N042.54.22.164 W106.39.31.785 N042.54.19.850 W106.39.36.705 RVM
                          N042.54.20.836 W106.39.37.605 N042.54.18.851 W106.39.42.526 RVM
                          N042.54.23.151 W106.39.32.684 N042.54.20.836 W106.39.37.605 RVM
                          N042.54.21.823 W106.39.38.504 N042.54.19.839 W106.39.42.978 RVM
                          N042.54.24.138 W106.39.33.135 N042.54.21.823 W106.39.38.504 RVM
                          N042.54.23.139 W106.39.38.956 N042.54.21.156 W106.39.42.982 RVM
                          N042.54.24.793 W106.39.34.930 N042.54.23.139 W106.39.38.956 RVM
                          N042.54.24.126 W106.39.39.856 N042.54.22.804 W106.39.42.540 RVM
                          N042.54.25.119 W106.39.37.171 N042.54.24.126 W106.39.39.856 RVM
                          N042.54.19.813 W106.40.54.428 N042.54.18.163 W106.40.54.868 RVM
                          N042.54.18.163 W106.40.54.868 N042.54.16.762 W106.40.56.133 RVM
                          N042.54.16.762 W106.40.56.133 N042.54.15.824 W106.40.58.032 RVM
                          N042.54.15.824 W106.40.58.032 N042.54.15.492 W106.41.00.274 RVM
                          N042.54.15.492 W106.41.00.274 N042.54.15.815 W106.41.02.518 RVM
                          N042.54.15.815 W106.41.02.518 N042.54.16.746 W106.41.04.423 RVM
                          N042.54.16.746 W106.41.04.423 N042.54.18.141 W106.41.05.699 RVM
                          N042.54.18.141 W106.41.05.699 N042.54.19.789 W106.41.06.152 RVM
                          N042.54.19.789 W106.41.06.152 N042.54.21.439 W106.41.05.712 RVM
                          N042.54.21.439 W106.41.05.712 N042.54.22.840 W106.41.04.446 RVM
                          N042.54.22.840 W106.41.04.446 N042.54.23.778 W106.41.02.548 RVM
                          N042.54.23.778 W106.41.02.548 N042.54.24.110 W106.41.00.306 RVM
                          N042.54.24.110 W106.41.00.306 N042.54.23.787 W106.40.58.061 RVM
                          N042.54.23.787 W106.40.58.061 N042.54.22.856 W106.40.56.156 RVM
                          N042.54.22.856 W106.40.56.156 N042.54.21.461 W106.40.54.880 RVM
                          N042.54.21.461 W106.40.54.880 N042.54.19.813 W106.40.54.428 RVM
                          N042.54.16.731 W106.40.58.235 N042.54.15.408 W106.41.00.918 RVM
                          N042.54.18.055 W106.40.54.656 N042.54.16.731 W106.40.58.235 RVM
                          N042.54.17.718 W106.40.58.687 N042.54.16.062 W106.41.03.161 RVM
                          N042.54.19.703 W106.40.54.214 N042.54.17.718 W106.40.58.687 RVM
                          N042.54.18.704 W106.40.59.586 N042.54.16.718 W106.41.04.507 RVM
                          N042.54.21.019 W106.40.54.667 N042.54.18.704 W106.40.59.586 RVM
                          N042.54.19.690 W106.41.00.486 N042.54.17.704 W106.41.05.407 RVM
                          N042.54.22.006 W106.40.55.566 N042.54.19.690 W106.41.00.486 RVM
                          N042.54.20.677 W106.41.01.386 N042.54.18.691 W106.41.06.307 RVM
                          N042.54.22.993 W106.40.56.018 N042.54.20.677 W106.41.01.386 RVM
                          N042.54.21.992 W106.41.02.287 N042.54.20.008 W106.41.06.312 RVM
                          N042.54.23.648 W106.40.57.813 N042.54.21.992 W106.41.02.287 RVM
                          N042.54.22.979 W106.41.02.738 N042.54.21.657 W106.41.05.422 RVM
                          N042.54.23.973 W106.41.00.054 N042.54.22.979 W106.41.02.738 RVM
                          N042.54.19.200 W106.42.14.723 N042.54.17.550 W106.42.15.163 RVM
                          N042.54.17.550 W106.42.15.163 N042.54.16.149 W106.42.16.428 RVM
                          N042.54.16.149 W106.42.16.428 N042.54.15.211 W106.42.18.326 RVM
                          N042.54.15.211 W106.42.18.326 N042.54.14.878 W106.42.20.567 RVM
                          N042.54.14.878 W106.42.20.567 N042.54.15.201 W106.42.22.812 RVM
                          N042.54.15.201 W106.42.22.812 N042.54.16.131 W106.42.24.718 RVM
                          N042.54.16.131 W106.42.24.718 N042.54.17.526 W106.42.25.994 RVM
                          N042.54.17.526 W106.42.25.994 N042.54.19.174 W106.42.26.447 RVM
                          N042.54.19.174 W106.42.26.447 N042.54.20.824 W106.42.26.007 RVM
                          N042.54.20.824 W106.42.26.007 N042.54.22.225 W106.42.24.742 RVM
                          N042.54.22.225 W106.42.24.742 N042.54.23.163 W106.42.22.845 RVM
                          N042.54.23.163 W106.42.22.845 N042.54.23.496 W106.42.20.603 RVM
                          N042.54.23.496 W106.42.20.603 N042.54.23.173 W106.42.18.358 RVM
                          N042.54.23.173 W106.42.18.358 N042.54.22.243 W106.42.16.452 RVM
                          N042.54.22.243 W106.42.16.452 N042.54.20.848 W106.42.15.176 RVM
                          N042.54.20.848 W106.42.15.176 N042.54.19.200 W106.42.14.723 RVM
                          N042.54.16.233 W106.42.18.429 N042.54.14.910 W106.42.21.112 RVM
                          N042.54.17.558 W106.42.14.850 N042.54.16.233 W106.42.18.429 RVM
                          N042.54.17.220 W106.42.18.881 N042.54.15.234 W106.42.23.353 RVM
                          N042.54.19.205 W106.42.14.857 N042.54.17.220 W106.42.18.881 RVM
                          N042.54.18.205 W106.42.20.229 N042.54.16.219 W106.42.24.701 RVM
                          N042.54.20.193 W106.42.14.861 N042.54.18.205 W106.42.20.229 RVM
                          N042.54.19.192 W106.42.20.681 N042.54.17.204 W106.42.26.049 RVM
                          N042.54.21.509 W106.42.15.762 N042.54.19.192 W106.42.20.681 RVM
                          N042.54.20.177 W106.42.22.029 N042.54.18.191 W106.42.26.501 RVM
                          N042.54.22.166 W106.42.16.213 N042.54.20.177 W106.42.22.029 RVM
                          N042.54.21.164 W106.42.22.481 N042.54.19.509 W106.42.26.507 RVM
                          N042.54.23.150 W106.42.18.009 N042.54.21.164 W106.42.22.481 RVM
                          N042.54.22.151 W106.42.23.381 N042.54.21.157 W106.42.26.066 RVM
                          N042.54.23.474 W106.42.20.699 N042.54.22.151 W106.42.23.381 RVM
                          N042.44.07.261 W106.18.44.531 N042.44.42.117 W106.18.01.106 RVM
                          N042.44.42.117 W106.18.01.106 N042.43.56.309 W106.17.42.008 RVM
                          N043.27.39.373 W106.19.59.853 N043.27.49.635 W106.20.54.087 RVM
                          N043.27.32.525 W106.21.09.487 N043.28.45.241 W106.20.04.245 RVM
                          N043.28.45.241 W106.20.04.245 N043.27.18.624 W106.19.58.086 RVM
                          N043.12.43.658 W105.48.48.951 N043.12.49.518 W105.48.36.732 RVM
                          N043.12.49.518 W105.48.36.732 N043.12.58.038 W105.48.28.987 RVM
                          N043.12.58.038 W105.48.28.987 N043.13.00.994 W105.48.27.605 RVM
                          N043.13.00.994 W105.48.27.605 N043.13.12.523 W105.48.27.934 RVM
                          N043.13.12.523 W105.48.27.934 N043.13.21.156 W105.48.40.453 RVM
                          N043.13.21.156 W105.48.40.453 N043.13.29.632 W105.49.24.050 RVM
                          N043.13.29.632 W105.49.24.050 N043.12.10.092 W105.49.53.680 RVM
                          N043.12.10.092 W105.49.53.680 N043.12.00.272 W105.49.04.709 RVM
                          N043.12.00.272 W105.49.04.709 N043.12.03.478 W105.48.48.919 RVM
                          N043.12.03.478 W105.48.48.919 N043.12.12.978 W105.48.39.816 RVM
                          N043.12.12.978 W105.48.39.816 N043.12.22.511 W105.48.36.565 RVM
                          N043.12.22.511 W105.48.36.565 N043.12.32.730 W105.48.38.258 RVM
                          N043.12.32.730 W105.48.38.258 N043.12.43.658 W105.48.48.951 RVM
                          N043.12.43.658 W105.48.48.951 N043.12.53.477 W105.49.37.480 RVM
                          N042.28.19.009 W106.07.57.133 N042.28.34.844 W106.08.05.950 RVM
                          N042.28.34.844 W106.08.05.950 N042.28.40.150 W106.08.18.826 RVM
                          N042.28.40.150 W106.08.18.826 N042.28.41.822 W106.08.28.161 RVM
                          N042.28.41.822 W106.08.28.161 N042.28.41.859 W106.08.41.510 RVM
                          N042.28.41.859 W106.08.41.510 N042.28.31.700 W106.09.00.692 RVM
                          N042.28.31.700 W106.09.00.692 N042.28.14.600 W106.09.10.564 RVM
                          N042.28.14.600 W106.09.10.564 N042.28.05.386 W106.09.13.723 RVM
                          N042.28.05.386 W106.09.13.723 N042.27.58.804 W106.09.15.979 RVM
                          N042.27.58.804 W106.09.15.979 N042.27.53.208 W106.09.17.340 RVM
                          N042.27.53.208 W106.09.17.340 N042.27.42.671 W106.09.18.281 RVM
                          N042.27.42.671 W106.09.18.281 N042.27.27.165 W106.09.08.569 RVM
                          N042.27.27.165 W106.09.08.569 N042.27.22.192 W106.08.56.584 RVM
                          N042.27.22.192 W106.08.56.584 N042.27.20.525 W106.08.49.031 RVM
                          N042.27.20.525 W106.08.49.031 N042.27.20.484 W106.08.33.908 RVM
                          N042.27.20.484 W106.08.33.908 N042.27.29.982 W106.08.14.734 RVM
                          N042.43.54.262 W107.00.09.957 N042.43.46.872 W106.59.31.023 RVM
                          N042.43.46.872 W106.59.31.023 N042.43.38.697 W106.59.18.443 RVM
                          N042.43.38.697 W106.59.18.443 N042.43.22.909 W106.59.13.840 RVM
                          N042.43.22.909 W106.59.13.840 N042.43.03.796 W106.59.15.908 RVM
                          N042.43.03.796 W106.59.15.908 N042.42.42.327 W106.59.28.676 RVM
                          N042.42.42.327 W106.59.28.676 N042.42.30.073 W106.59.42.861 RVM
                          N042.42.30.073 W106.59.42.861 N042.42.27.034 W106.59.58.466 RVM
                          N042.42.27.034 W106.59.58.466 N042.42.34.419 W107.00.37.833 RVM
                          N042.42.34.419 W107.00.37.833 N042.43.54.262 W107.00.09.957 RVM
                          N042.48.50.080 W106.31.49.453 N042.49.25.019 W106.31.06.095 RVM
                          N042.49.25.019 W106.31.06.095 N042.48.39.248 W106.30.46.812 RVM
                          N042.26.42.580 W106.38.41.855 N042.27.19.547 W106.37.54.377 RVM
                          N042.27.19.547 W106.37.54.377 N042.26.29.513 W106.37.34.668 RVM
                          N042.20.14.657 W107.18.00.277 N042.20.12.761 W107.17.49.596 RVM
                          N042.20.12.761 W107.17.49.596 N042.19.08.717 W107.18.08.702 RVM
                          N042.19.39.847 W107.16.16.376 N042.19.42.817 W107.16.15.528 RVM
                          N042.19.42.817 W107.16.15.528 N042.19.46.127 W107.16.13.351 RVM
                          N042.19.46.127 W107.16.13.351 N042.19.50.441 W107.16.08.969 RVM
                          N042.19.50.441 W107.16.08.969 N042.19.53.101 W107.16.05.452 RVM
                          N042.19.53.101 W107.16.05.452 N042.19.54.453 W107.16.00.587 RVM
                          N042.19.54.453 W107.16.00.587 N042.19.54.495 W107.15.54.816 RVM
                          N042.19.54.495 W107.15.54.816 N042.19.52.924 W107.15.44.142 RVM
                          N042.19.52.924 W107.15.44.142 N042.19.50.669 W107.15.37.010 RVM
                          N042.19.50.669 W107.15.37.010 N042.19.48.386 W107.15.33.873 RVM
                          N042.19.48.386 W107.15.33.873 N042.19.44.133 W107.15.29.823 RVM
                          N042.19.44.133 W107.15.29.823 N042.19.41.172 W107.15.29.341 RVM
                          N042.19.41.172 W107.15.29.341 N042.19.36.890 W107.15.29.285 RVM
                          N042.19.36.890 W107.15.29.285 N042.19.28.637 W107.15.31.842 RVM
                          N042.19.28.637 W107.15.31.842 N042.19.25.657 W107.15.34.023 RVM
                          N042.19.25.657 W107.15.34.023 N042.19.16.037 W107.15.43.663 RVM
                          N042.19.16.037 W107.15.43.663 N042.19.10.035 W107.15.53.794 RVM
                          N042.19.10.035 W107.15.53.794 N042.19.02.342 W107.16.10.115 RVM
                          N042.19.02.342 W107.16.10.115 N042.18.51.988 W107.16.29.951 RVM
                          N042.18.51.988 W107.16.29.951 N042.18.45.059 W107.15.45.925 RVM
                          N042.18.46.740 W107.13.19.052 N042.19.02.253 W107.13.14.362 RVM
                          N042.19.02.253 W107.13.14.362 N042.19.11.481 W107.13.13.587 RVM
                          N042.19.11.481 W107.13.13.587 N042.19.15.762 W107.13.13.640 RVM
                          N042.19.15.762 W107.13.13.640 N042.19.19.047 W107.13.15.012 RVM
                          N042.19.19.047 W107.13.15.012 N042.19.26.909 W107.13.21.323 RVM
                          N042.19.26.909 W107.13.21.323 N042.19.30.810 W107.13.28.917 RVM
                          N042.19.30.810 W107.13.28.917 N042.19.31.118 W107.13.32.028 RVM
                          N042.19.31.118 W107.13.32.028 N042.19.30.070 W107.13.40.892 RVM
                          N042.19.30.070 W107.13.40.892 N042.19.25.063 W107.13.50.595 RVM
                          N042.19.25.063 W107.13.50.595 N042.19.22.403 W107.13.54.113 RVM
                          N042.19.22.403 W107.13.54.113 N042.19.18.433 W107.13.56.726 RVM
                          N042.19.18.433 W107.13.56.726 N042.19.10.165 W107.14.01.505 RVM
                          N042.19.10.165 W107.14.01.505 N042.18.54.652 W107.14.06.193 RVM
                          N042.18.54.652 W107.14.06.193 N042.18.45.427 W107.14.06.521 RVM
                          N042.18.45.427 W107.14.06.521 N042.18.41.146 W107.14.06.468 RVM
                          N042.18.41.146 W107.14.06.468 N042.18.37.535 W107.14.04.647 RVM
                          N042.18.37.535 W107.14.04.647 N042.18.30.000 W107.13.58.784 RVM
                          N042.18.30.000 W107.13.58.784 N042.18.26.099 W107.13.51.192 RVM
                          N042.18.26.099 W107.13.51.192 N042.18.25.459 W107.13.48.521 RVM
                          N042.18.25.459 W107.13.48.521 N042.18.26.840 W107.13.39.220 RVM
                          N042.18.26.840 W107.13.39.220 N042.18.31.521 W107.13.29.071 RVM
                          N042.18.31.521 W107.13.29.071 N042.18.34.506 W107.13.26.002 RVM
                          N042.18.34.506 W107.13.26.002 N042.18.38.476 W107.13.23.388 RVM
                          N042.18.38.476 W107.13.23.388 N042.18.46.740 W107.13.19.052 RVM
                          N042.28.49.935 W107.08.47.942 N042.28.48.024 W107.08.37.241 RVM
                          N042.28.48.024 W107.08.37.241 N042.27.44.007 W107.08.56.550 RVM
                          N042.28.30.542 W107.06.50.706 N042.28.28.957 W107.06.40.011 RVM
                          N042.28.28.957 W107.06.40.011 N042.27.24.616 W107.06.59.348 RVM
                          N042.27.24.826 W107.04.25.446 N042.27.40.331 W107.04.21.152 RVM
                          N042.27.40.331 W107.04.21.152 N042.27.49.558 W107.04.20.354 RVM
                          N042.27.49.558 W107.04.20.354 N042.27.53.839 W107.04.20.397 RVM
                          N042.27.53.839 W107.04.20.397 N042.27.57.455 W107.04.21.767 RVM
                          N042.27.57.455 W107.04.21.767 N042.28.04.996 W107.04.28.071 RVM
                          N042.28.04.996 W107.04.28.071 N042.28.08.907 W107.04.35.673 RVM
                          N042.28.08.907 W107.04.35.673 N042.28.09.219 W107.04.38.791 RVM
                          N042.28.09.219 W107.04.38.791 N042.28.08.182 W107.04.47.678 RVM
                          N042.28.08.182 W107.04.47.678 N042.28.03.188 W107.04.57.415 RVM
                          N042.28.03.188 W107.04.57.415 N042.28.00.533 W107.05.00.947 RVM
                          N042.28.00.533 W107.05.00.947 N042.27.56.566 W107.05.03.577 RVM
                          N042.27.56.566 W107.05.03.577 N042.27.48.305 W107.05.08.386 RVM
                          N042.27.48.305 W107.05.08.386 N042.27.32.798 W107.05.13.122 RVM
                          N042.27.32.798 W107.05.13.122 N042.27.23.573 W107.05.13.473 RVM
                          N042.27.23.573 W107.05.13.473 N042.27.19.292 W107.05.13.429 RVM
                          N042.27.19.292 W107.05.13.429 N042.27.15.679 W107.05.11.613 RVM
                          N042.27.15.679 W107.05.11.613 N042.27.08.135 W107.05.05.755 RVM
                          N042.27.08.135 W107.05.05.755 N042.27.04.225 W107.04.58.154 RVM
                          N042.27.04.225 W107.04.58.154 N042.27.03.911 W107.04.55.482 RVM
                          N042.27.03.911 W107.04.55.482 N042.27.04.950 W107.04.46.153 RVM
                          N042.27.04.950 W107.04.46.153 N042.27.09.947 W107.04.35.973 RVM
                          N042.27.09.947 W107.04.35.973 N042.27.12.599 W107.04.32.886 RVM
                          N042.27.12.599 W107.04.32.886 N042.27.16.566 W107.04.30.257 RVM
                          N042.27.16.566 W107.04.30.257 N042.27.24.826 W107.04.25.446 RVM
                          N042.29.28.594 W106.49.39.695 N042.29.34.562 W106.49.27.715 RVM
                          N042.29.34.562 W106.49.27.715 N042.29.40.525 W106.49.17.069 RVM
                          N042.29.40.525 W106.49.17.069 N042.29.45.824 W106.49.08.198 RVM
                          N042.29.45.824 W106.49.08.198 N042.29.49.465 W106.49.02.433 RVM
                          N042.29.49.465 W106.49.02.433 N042.29.54.092 W106.48.57.564 RVM
                          N042.29.54.092 W106.48.57.564 N042.29.58.713 W106.48.54.476 RVM
                          N042.29.58.713 W106.48.54.476 N042.30.03.331 W106.48.52.277 RVM
                          N042.30.03.331 W106.48.52.277 N042.30.12.562 W106.48.49.660 RVM
                          N042.30.12.562 W106.48.49.660 N042.30.16.512 W106.48.50.573 RVM
                          N042.30.16.512 W106.48.50.573 N042.30.20.129 W106.48.52.374 RVM
                          N042.30.20.129 W106.48.52.374 N042.30.24.405 W106.48.54.180 RVM
                          N042.30.24.405 W106.48.54.180 N042.30.30.950 W106.49.07.573 RVM
                          N042.30.30.950 W106.49.07.573 N042.30.32.240 W106.49.16.039 RVM
                          N042.30.32.240 W106.49.16.039 N042.30.30.231 W106.49.26.266 RVM
                          N042.30.30.231 W106.49.26.266 N042.30.29.238 W106.49.27.595 RVM
                          N042.30.29.238 W106.49.27.595 N042.30.26.251 W106.49.34.700 RVM
                          N042.30.26.251 W106.49.34.700 N042.30.25.260 W106.49.35.584 RVM
                          N042.30.25.260 W106.49.35.584 N042.30.18.656 W106.49.40.441 RVM
                          N042.30.18.656 W106.49.40.441 N042.30.13.380 W106.49.42.190 RVM
                          N042.30.13.380 W106.49.42.190 N042.30.09.430 W106.49.41.721 RVM
                          N042.30.09.430 W106.49.41.721 N042.30.06.137 W106.49.41.256 RVM
                          N042.30.06.137 W106.49.41.256 N042.30.02.189 W106.49.39.897 RVM
                          N042.30.02.189 W106.49.39.897 N042.29.57.593 W106.49.35.419 RVM
                          N042.29.57.593 W106.49.35.419 N042.29.54.645 W106.49.30.505 RVM
                          N042.29.54.645 W106.49.30.505 N042.29.53.339 W106.49.26.936 RVM
                          N042.29.53.339 W106.49.26.936 N042.29.52.696 W106.49.22.036 RVM
                          N042.29.52.696 W106.49.22.036 N042.29.52.708 W106.49.18.476 RVM
                          N042.29.52.708 W106.49.18.476 N042.29.54.725 W106.49.05.580 RVM
                          N042.29.54.725 W106.49.05.580 N042.29.58.382 W106.48.54.919 RVM
                          N042.30.03.769 W106.46.26.281 N042.30.09.276 W106.46.58.359 RVM
                          N042.30.09.276 W106.46.58.359 N042.29.42.877 W106.47.15.577 RVM
                          N042.29.42.877 W106.47.15.577 N042.29.43.886 W106.47.08.461 RVM
                          N042.29.43.886 W106.47.08.461 N042.29.45.550 W106.47.02.239 RVM
                          N042.29.45.550 W106.47.02.239 N042.29.43.281 W106.46.49.765 RVM
                          N042.29.43.281 W106.46.49.765 N042.29.41.323 W106.46.43.524 RVM
                          N042.29.41.323 W106.46.43.524 N042.29.37.056 W106.46.38.161 RVM
                          N042.29.37.056 W106.46.38.161 N042.29.28.835 W106.46.33.668 RVM
                          N042.29.28.835 W106.46.33.668 N042.29.22.246 W106.46.34.079 RVM
                          N042.29.22.246 W106.46.34.079 N042.29.14.664 W106.46.36.264 RVM
                          N042.29.14.664 W106.46.36.264 N042.29.09.706 W106.46.42.469 RVM
                          N042.29.09.706 W106.46.42.469 N042.29.04.746 W106.46.49.118 RVM
                          N042.29.04.746 W106.46.49.118 N042.29.03.423 W106.46.51.336 RVM
                          N042.29.03.423 W106.46.51.336 N042.29.01.760 W106.46.56.667 RVM
                          N042.29.01.760 W106.46.56.667 N042.29.01.740 W106.47.03.787 RVM
                          N042.29.01.740 W106.47.03.787 N042.29.03.035 W106.47.11.359 RVM
                          N042.29.03.035 W106.47.11.359 N042.29.04.996 W106.47.16.709 RVM
                          N042.29.04.996 W106.47.16.709 N042.29.08.271 W106.47.22.957 RVM
                          N042.29.08.271 W106.47.22.957 N042.29.13.526 W106.47.27.880 RVM
                          N042.29.13.526 W106.47.27.880 N042.29.15.172 W106.47.28.334 RVM
                          N042.15.49.028 W106.28.19.959 N042.15.47.054 W106.28.09.316 RVM
                          N042.15.47.054 W106.28.09.316 N042.14.43.153 W106.28.29.249 RVM
                          N042.15.28.939 W106.26.23.344 N042.15.27.291 W106.26.12.704 RVM
                          N042.15.27.291 W106.26.12.704 N042.14.23.067 W106.26.32.668 RVM
                          N042.14.53.341 W106.24.40.062 N042.14.56.305 W106.24.39.173 RVM
                          N042.14.56.305 W106.24.39.173 N042.14.59.927 W106.24.36.954 RVM
                          N042.14.59.927 W106.24.36.954 N042.15.03.878 W106.24.32.518 RVM
                          N042.15.03.878 W106.24.32.518 N042.15.06.511 W106.24.28.969 RVM
                          N042.15.06.511 W106.24.28.969 N042.15.07.827 W106.24.24.092 RVM
                          N042.15.07.827 W106.24.24.092 N042.15.07.824 W106.24.18.328 RVM
                          N042.15.07.824 W106.24.18.328 N042.15.06.173 W106.24.07.689 RVM
                          N042.15.06.173 W106.24.07.689 N042.15.03.864 W106.24.00.598 RVM
                          N042.15.03.864 W106.24.00.598 N042.15.01.557 W106.23.57.497 RVM
                          N042.15.01.557 W106.23.57.497 N042.14.57.273 W106.23.53.511 RVM
                          N042.14.57.273 W106.23.53.511 N042.14.54.308 W106.23.53.070 RVM
                          N042.14.54.308 W106.23.53.070 N042.14.50.027 W106.23.53.074 RVM
                          N042.14.50.027 W106.23.53.074 N042.14.41.794 W106.23.55.741 RVM
                          N042.14.41.794 W106.23.55.741 N042.14.38.831 W106.23.57.960 RVM
                          N042.14.38.831 W106.23.57.960 N042.14.29.284 W106.24.07.720 RVM
                          N042.14.29.284 W106.24.07.720 N042.14.23.360 W106.24.17.920 RVM
                          N042.14.23.360 W106.24.17.920 N042.14.15.791 W106.24.34.326 RVM
                          N042.14.15.791 W106.24.34.326 N042.14.05.917 W106.24.54.277 RVM
                          N042.14.05.917 W106.24.54.277 N042.13.58.325 W106.24.10.848 RVM
                          N043.02.04.848 W106.30.54.315 N043.01.55.651 W106.30.00.432 RVM
                          N043.01.55.651 W106.30.00.432 N043.00.56.670 W106.30.58.736 RVM
                          N043.00.51.459 W106.27.53.818 N043.01.06.939 W106.27.48.883 RVM
                          N043.01.06.939 W106.27.48.883 N043.01.15.832 W106.27.48.436 RVM
                          N043.01.15.832 W106.27.48.436 N043.01.20.443 W106.27.48.436 RVM
                          N043.01.20.443 W106.27.48.436 N043.01.23.736 W106.27.49.784 RVM
                          N043.01.23.736 W106.27.49.784 N043.01.31.311 W106.27.56.069 RVM
                          N043.01.31.311 W106.27.56.069 N043.01.35.262 W106.28.03.701 RVM
                          N043.01.35.262 W106.28.03.701 N043.01.35.920 W106.28.06.395 RVM
                          N043.01.35.920 W106.28.06.395 N043.01.34.602 W106.28.15.822 RVM
                          N043.01.34.602 W106.28.15.822 N043.01.29.989 W106.28.25.696 RVM
                          N043.01.29.989 W106.28.25.696 N043.01.27.354 W106.28.29.286 RVM
                          N043.01.27.354 W106.28.29.286 N043.01.23.401 W106.28.31.978 RVM
                          N043.01.23.401 W106.28.31.978 N043.01.14.837 W106.28.36.913 RVM
                          N043.01.14.837 W106.28.36.913 N043.00.59.356 W106.28.41.844 RVM
                          N043.00.59.356 W106.28.41.844 N043.00.50.464 W106.28.42.290 RVM
                          N043.00.50.464 W106.28.42.290 N043.00.45.853 W106.28.42.288 RVM
                          N043.00.45.853 W106.28.42.288 N043.00.42.560 W106.28.40.491 RVM
                          N043.00.42.560 W106.28.40.491 N043.00.34.986 W106.28.34.654 RVM
                          N043.00.34.986 W106.28.34.654 N043.00.31.035 W106.28.27.024 RVM
                          N043.00.31.035 W106.28.27.024 N043.00.30.377 W106.28.24.331 RVM
                          N043.00.30.377 W106.28.24.331 N043.00.31.696 W106.28.14.907 RVM
                          N043.00.31.696 W106.28.14.907 N043.00.36.308 W106.28.04.586 RVM
                          N043.00.36.308 W106.28.04.586 N043.00.38.943 W106.28.01.445 RVM
                          N043.00.38.943 W106.28.01.445 N043.00.42.896 W106.27.58.753 RVM
                          N043.00.42.896 W106.27.58.753 N043.00.51.459 W106.27.53.818 RVM
                          N043.09.44.391 W106.46.24.712 N043.09.35.316 W106.45.30.679 RVM
                          N043.09.35.316 W106.45.30.679 N043.08.36.205 W106.46.28.856 RVM
                          N043.09.20.070 W106.43.58.834 N043.09.10.976 W106.43.04.813 RVM
                          N043.09.10.976 W106.43.04.813 N043.08.11.886 W106.44.03.022 RVM
                          N042.48.23.531 W106.44.20.457 N042.48.14.439 W106.43.26.739 RVM
                          N042.48.14.439 W106.43.26.739 N042.47.15.342 W106.44.24.614 RVM
                          N042.47.51.995 W106.41.19.175 N042.47.46.041 W106.41.31.676 RVM
                          N042.47.46.041 W106.41.31.676 N042.47.40.090 W106.41.42.386 RVM
                          N042.47.40.090 W106.41.42.386 N042.47.34.472 W106.41.51.308 RVM
                          N042.47.34.472 W106.41.51.308 N042.47.31.167 W106.41.56.662 RVM
                          N042.47.31.167 W106.41.56.662 N042.47.26.544 W106.42.02.010 RVM
                          N042.47.26.544 W106.42.02.010 N042.47.21.598 W106.42.04.673 RVM
                          N042.47.21.598 W106.42.04.673 N042.47.16.982 W106.42.06.891 RVM
                          N042.47.16.982 W106.42.06.891 N042.47.07.753 W106.42.09.984 RVM
                          N042.47.07.753 W106.42.09.984 N042.47.03.803 W106.42.09.074 RVM
                          N042.47.03.803 W106.42.09.074 N042.47.00.184 W106.42.07.271 RVM
                          N042.47.00.184 W106.42.07.271 N042.46.56.235 W106.42.05.466 RVM
                          N042.46.56.235 W106.42.05.466 N042.46.49.677 W106.41.52.027 RVM
                          N042.46.49.677 W106.41.52.027 N042.46.48.377 W106.41.43.526 RVM
                          N042.46.48.377 W106.41.43.526 N042.46.50.375 W106.41.33.250 RVM
                          N042.46.50.375 W106.41.33.250 N042.46.51.038 W106.41.31.464 RVM
                          N042.46.51.038 W106.41.31.464 N042.46.54.345 W106.41.24.770 RVM
                          N042.46.54.345 W106.41.24.770 N042.46.55.335 W106.41.23.879 RVM
                          N042.46.55.335 W106.41.23.879 N042.47.01.933 W106.41.18.539 RVM
                          N042.47.01.933 W106.41.18.539 N042.47.07.206 W106.41.17.217 RVM
