[STAR]
cpr9dgp.dat               N000.00.00.000 W000.00.00.000 N000.00.00.000 W000.00.00.000
                          N042.49.24.810 W106.44.42.402 N042.49.18.311 W106.44.46.024 RVM
                          N042.49.18.311 W106.44.46.024 N042.49.18.311 W106.44.46.024 RVM
                          N042.49.18.311 W106.44.46.024 N042.49.25.325 W106.44.45.476 RVM
                          N042.49.25.325 W106.44.45.476 N042.49.32.223 W106.44.47.281 RVM
                          N042.49.32.223 W106.44.47.281 N042.49.38.585 W106.44.51.330 RVM
                          N042.49.38.585 W106.44.51.330 N042.49.44.022 W106.44.57.375 RVM
                          N042.49.44.022 W106.44.57.375 N042.49.48.201 W106.45.05.048 RVM
                          N042.49.48.201 W106.45.05.048 N042.49.50.866 W106.45.13.879 RVM
                          N042.50.11.368 W106.44.29.644 N042.50.04.869 W106.44.33.267 RVM
                          N042.50.04.869 W106.44.33.267 N042.49.59.222 W106.44.38.946 RVM
                          N042.49.59.222 W106.44.38.946 N042.49.54.772 W106.44.46.333 RVM
                          N042.49.54.772 W106.44.46.333 N042.49.51.792 W106.44.54.977 RVM
                          N042.49.51.792 W106.44.54.977 N042.49.50.463 W106.45.04.349 RVM
                          N042.49.50.463 W106.45.04.349 N042.49.50.866 W106.45.13.879 RVM
                          N042.50.11.368 W106.44.29.644 N042.50.04.355 W106.44.30.193 RVM
                          N042.50.04.355 W106.44.30.193 N042.49.57.456 W106.44.28.389 RVM
                          N042.49.57.456 W106.44.28.389 N042.49.51.094 W106.44.24.340 RVM
                          N042.49.51.094 W106.44.24.340 N042.49.45.657 W106.44.18.295 RVM
                          N042.49.45.657 W106.44.18.295 N042.49.41.477 W106.44.10.624 RVM
                          N042.49.41.477 W106.44.10.624 N042.49.38.810 W106.44.01.794 RVM
                          N042.49.18.525 W106.42.03.059 N042.49.15.062 W106.42.03.754 RVM
                          N042.49.15.062 W106.42.03.754 N042.49.11.904 W106.42.05.805 RVM
                          N042.49.11.904 W106.42.05.805 N042.49.09.331 W106.42.09.028 RVM
                          N042.49.09.331 W106.42.09.028 N042.49.07.572 W106.42.13.139 RVM
                          N042.49.07.572 W106.42.13.139 N042.49.06.783 W106.42.17.771 RVM
                          N042.49.06.783 W106.42.17.771 N042.49.07.035 W106.42.22.513 RVM
                          N042.49.07.035 W106.42.22.513 N042.49.08.303 W106.42.26.945 RVM
                          N042.49.08.303 W106.42.26.945 N042.49.10.478 W106.42.30.671 RVM
                          N042.49.10.478 W106.42.30.671 N042.49.13.364 W106.42.33.361 RVM
                          N042.49.13.364 W106.42.33.361 N042.49.16.705 W106.42.34.777 RVM
                          N042.49.16.705 W106.42.34.777 N042.49.20.205 W106.42.34.791 RVM
                          N042.49.20.205 W106.42.34.791 N042.49.23.553 W106.42.33.403 RVM
                          N042.49.23.553 W106.42.33.403 N042.49.26.451 W106.42.30.737 RVM
                          N042.49.26.451 W106.42.30.737 N042.49.28.642 W106.42.27.028 RVM
                          N042.49.28.642 W106.42.27.028 N042.49.29.930 W106.42.22.607 RVM
                          N042.49.29.930 W106.42.22.607 N042.49.30.202 W106.42.17.866 RVM
                          N042.49.30.202 W106.42.17.866 N042.49.29.434 W106.42.13.227 RVM
                          N042.49.29.434 W106.42.13.227 N042.49.27.692 W106.42.09.102 RVM
                          N042.49.27.692 W106.42.09.102 N042.49.25.134 W106.42.05.857 RVM
                          N042.49.25.134 W106.42.05.857 N042.49.21.985 W106.42.03.782 RVM
                          N042.49.21.985 W106.42.03.782 N042.49.18.525 W106.42.03.059 RVM
                          N042.49.18.525 W106.42.03.059 N042.49.18.525 W106.42.03.059 RVM
                          N042.49.12.448 W106.41.42.977 N042.49.12.856 W106.41.52.504 RVM
                          N042.49.12.856 W106.41.52.504 N042.49.11.531 W106.42.01.877 RVM
                          N042.49.11.531 W106.42.01.877 N042.49.08.555 W106.42.10.521 RVM
                          N042.49.08.555 W106.42.10.521 N042.49.04.108 W106.42.17.909 RVM
                          N042.49.04.108 W106.42.17.909 N042.48.58.463 W106.42.23.590 RVM
                          N042.48.58.463 W106.42.23.590 N042.48.51.964 W106.42.27.215 RVM
                          N042.48.51.964 W106.42.27.215 N042.48.51.964 W106.42.27.215 RVM
                          N042.48.51.964 W106.42.27.215 N042.48.58.978 W106.42.26.662 RVM
                          N042.48.58.978 W106.42.26.662 N042.49.05.877 W106.42.28.463 RVM
                          N042.49.05.877 W106.42.28.463 N042.49.12.240 W106.42.32.507 RVM
                          N042.49.12.240 W106.42.32.507 N042.49.17.679 W106.42.38.549 RVM
                          N042.49.17.679 W106.42.38.549 N042.49.21.860 W106.42.46.218 RVM
                          N042.49.21.860 W106.42.46.218 N042.49.24.529 W106.42.55.046 RVM
                          N042.49.45.016 W106.42.10.804 N042.49.38.518 W106.42.14.431 RVM
                          N042.49.38.518 W106.42.14.431 N042.49.32.873 W106.42.20.112 RVM
                          N042.49.32.873 W106.42.20.112 N042.49.28.426 W106.42.27.501 RVM
                          N042.49.28.426 W106.42.27.501 N042.49.25.448 W106.42.36.146 RVM
                          N042.49.25.448 W106.42.36.146 N042.49.24.123 W106.42.45.518 RVM
                          N042.49.24.123 W106.42.45.518 N042.49.24.529 W106.42.55.046 RVM
                          N042.49.45.016 W106.42.10.804 N042.49.38.003 W106.42.11.358 RVM
                          N042.49.38.003 W106.42.11.358 N042.49.31.103 W106.42.09.557 RVM
                          N042.49.31.103 W106.42.09.557 N042.49.24.740 W106.42.05.513 RVM
                          N042.49.24.740 W106.42.05.513 N042.49.19.301 W106.41.59.473 RVM
                          N042.49.19.301 W106.41.59.473 N042.49.15.118 W106.41.51.804 RVM
                          N042.49.15.118 W106.41.51.804 N042.49.12.448 W106.41.42.977 RVM
                          N043.05.16.445 W106.16.51.515 N043.05.13.120 W106.16.30.855 RVM
                          N043.05.13.120 W106.16.30.855 N043.05.23.309 W106.16.18.243 RVM
                          N043.05.23.309 W106.16.18.243 N043.05.38.469 W106.16.24.489 RVM
                          N043.05.38.469 W106.16.24.489 N043.05.41.461 W106.16.42.007 RVM
                          N043.05.41.461 W106.16.42.007 N043.05.29.956 W106.16.56.870 RVM
                          N043.05.29.956 W106.16.56.870 N043.05.16.445 W106.16.51.515 RVM
                          N043.05.16.445 W106.16.51.515 N043.05.09.532 W106.16.53.781 RVM
                          N043.05.09.532 W106.16.53.781 N043.05.05.877 W106.16.33.122 RVM
                          N043.05.05.877 W106.16.33.122 N043.05.13.120 W106.16.30.855 RVM
                          N043.05.23.309 W106.16.18.243 N043.05.25.598 W106.16.07.900 RVM
                          N043.05.25.598 W106.16.07.900 N043.05.40.430 W106.16.14.597 RVM
                          N043.05.40.430 W106.16.14.597 N043.05.38.469 W106.16.24.489 RVM
                          N043.05.41.461 W106.16.42.007 N043.05.46.412 W106.16.49.633 RVM
                          N043.05.46.412 W106.16.49.633 N043.05.35.237 W106.17.04.495 RVM
                          N043.05.35.237 W106.17.04.495 N043.05.29.956 W106.16.56.870 RVM
                          N042.47.14.528 W106.50.48.890 N042.47.11.065 W106.50.49.576 RVM
                          N042.47.11.065 W106.50.49.576 N042.47.07.904 W106.50.51.618 RVM
                          N042.47.07.904 W106.50.51.618 N042.47.05.327 W106.50.54.834 RVM
                          N042.47.05.327 W106.50.54.834 N042.47.03.563 W106.50.58.938 RVM
                          N042.47.03.563 W106.50.58.938 N042.47.02.768 W106.51.03.566 RVM
                          N042.47.02.768 W106.51.03.566 N042.47.03.013 W106.51.08.306 RVM
                          N042.47.03.013 W106.51.08.306 N042.47.04.276 W106.51.12.738 RVM
                          N042.47.04.276 W106.51.12.738 N042.47.06.446 W106.51.16.467 RVM
                          N042.47.06.446 W106.51.16.467 N042.47.09.328 W106.51.19.163 RVM
                          N042.47.09.328 W106.51.19.163 N042.47.12.668 W106.51.20.585 RVM
                          N042.47.12.668 W106.51.20.585 N042.47.16.168 W106.51.20.608 RVM
                          N042.47.16.168 W106.51.20.608 N042.47.19.518 W106.51.19.229 RVM
                          N042.47.19.518 W106.51.19.229 N042.47.22.419 W106.51.16.571 RVM
                          N042.47.22.419 W106.51.16.571 N042.47.24.614 W106.51.12.869 RVM
                          N042.47.24.614 W106.51.12.869 N042.47.25.909 W106.51.08.453 RVM
                          N042.47.25.909 W106.51.08.453 N042.47.26.187 W106.51.03.716 RVM
                          N042.47.26.187 W106.51.03.716 N042.47.25.424 W106.50.59.078 RVM
                          N042.47.25.424 W106.50.59.078 N042.47.23.688 W106.50.54.951 RVM
                          N042.47.23.688 W106.50.54.951 N042.47.21.133 W106.50.51.702 RVM
                          N042.47.21.133 W106.50.51.702 N042.47.17.987 W106.50.49.620 RVM
                          N042.47.17.987 W106.50.49.620 N042.47.14.528 W106.50.48.890 RVM
                          N042.47.14.528 W106.50.48.890 N042.47.14.528 W106.50.48.890 RVM
                          N042.47.08.477 W106.50.28.805 N042.47.08.873 W106.50.38.328 RVM
                          N042.47.08.873 W106.50.38.328 N042.47.07.536 W106.50.47.691 RVM
                          N042.47.07.536 W106.50.47.691 N042.47.04.548 W106.50.56.324 RVM
                          N042.47.04.548 W106.50.56.324 N042.47.00.092 W106.51.03.697 RVM
                          N042.47.00.092 W106.51.03.697 N042.46.54.440 W106.51.09.361 RVM
                          N042.46.54.440 W106.51.09.361 N042.46.47.936 W106.51.12.970 RVM
                          N042.46.47.936 W106.51.12.970 N042.46.47.936 W106.51.12.970 RVM
                          N042.46.47.936 W106.51.12.970 N042.46.54.951 W106.51.12.434 RVM
                          N042.46.54.951 W106.51.12.434 N042.47.01.848 W106.51.14.250 RVM
                          N042.47.01.848 W106.51.14.250 N042.47.08.206 W106.51.18.307 RVM
                          N042.47.08.206 W106.51.18.307 N042.47.13.637 W106.51.24.357 RVM
                          N042.47.13.637 W106.51.24.357 N042.47.17.808 W106.51.32.032 RVM
                          N042.47.17.808 W106.51.32.032 N042.47.20.466 W106.51.40.862 RVM
                          N042.47.41.010 W106.50.56.693 N042.47.34.507 W106.51.00.302 RVM
                          N042.47.34.507 W106.51.00.302 N042.47.28.854 W106.51.05.967 RVM
                          N042.47.28.854 W106.51.05.967 N042.47.24.398 W106.51.13.341 RVM
                          N042.47.24.398 W106.51.13.341 N042.47.21.409 W106.51.21.974 RVM
                          N042.47.21.409 W106.51.21.974 N042.47.20.072 W106.51.31.338 RVM
                          N042.47.20.072 W106.51.31.338 N042.47.20.466 W106.51.40.862 RVM
                          N042.47.41.010 W106.50.56.693 N042.47.33.995 W106.50.57.230 RVM
                          N042.47.33.995 W106.50.57.230 N042.47.27.098 W106.50.55.414 RVM
                          N042.47.27.098 W106.50.55.414 N042.47.20.740 W106.50.51.357 RVM
                          N042.47.20.740 W106.50.51.357 N042.47.15.309 W106.50.45.307 RVM
                          N042.47.15.309 W106.50.45.307 N042.47.11.136 W106.50.37.633 RVM
                          N042.47.11.136 W106.50.37.633 N042.47.08.477 W106.50.28.805 RVM
